metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
checks,1675670698,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670698,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670698,262.778000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670698,181.126500,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670698,59.521600,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670698,60.132400,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670698,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670698,262.647900,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670698,0.130100,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670698,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670698,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670698,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670698,260.446400,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670698,184.377300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670698,62.896000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670698,61.720400,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670698,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670698,259.577200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670698,0.869200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670698,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670698,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670698,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670698,274.158300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670698,178.082400,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670698,53.394300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670698,65.251700,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670698,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670698,274.158300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670698,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670698,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670698,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670699,449.043800,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670699,179.620200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670699,59.521600,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670699,59.621600,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670699,448.986500,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670699,0.057300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670699,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670699,448.370300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670699,180.162100,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670699,60.024800,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670699,61.160700,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670699,448.370300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670699,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670699,436.471300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670699,193.241300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670699,63.767100,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670699,68.997200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670699,436.471300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670699,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670699,449.581600,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670699,182.124700,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670699,60.663900,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670699,58.990100,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670699,449.581600,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670699,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670699,438.332200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670699,195.686700,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670699,64.483700,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670699,69.730500,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670699,438.332200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670699,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670699,440.918200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670699,191.206900,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670699,62.913800,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670699,69.316500,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670699,440.819300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670699,0.098900,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670699,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670699,453.502100,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670699,178.623000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670699,61.170500,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670699,57.972700,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670699,453.502100,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670699,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670699,442.948600,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670699,190.695900,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670699,64.483700,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670699,66.732400,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670699,442.948600,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670699,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670699,444.142200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670699,192.662900,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670699,64.483700,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670699,65.708500,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670699,444.142200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_reqs,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670699,446.871100,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670699,187.940300,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670699,62.340200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_tls_handshaking,1675670699,65.052700,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_sending,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_waiting,1675670699,446.871100,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_receiving,1675670699,0.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_failed,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
checks,1675670699,0.000000,Response status is 200,,,,,,,,default,,,,,,,
checks,1675670699,0.000000,Response status is 200,,,,,,,,default,,,,,,,
http_reqs,1675670699,1.000000,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_duration,1675670699,459.033200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_blocked,1675670699,190.669200,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
http_req_connecting,1675670699,65.434900,,,1400,false,,POST,https://qa.ms.med247.co/activity/v1/interests,HTTP/1.1,default,,400,,tls1.3,https://qa.ms.med247.co/activity/v1/interests,,
